Substance_id	Substance_name	Substance_category	Substance_subcategory	cas_no	id_drugbank	id_pharmgkb	id_kegg	id_ttd	id_pubchem	id_chemspider	id_npass	synonyms	Molecular_formula	inchikey	iupacname	Product_company	Therapeutic_class
PMDBD76	Astemizole	Therapeutic Substance	Approved Drug	68844-77-9	DB00637	PA448498	D00234	DAP000326	2247	2160	n.a.	astemizole; 68844-77-9; Hismanal; Histaminos; Paralergin; Laridal; Retolen; Alermizol; Histamen; Astemison; Kelp; Astemizol; Wareezol; Hestazol; Astemizolum; Metodih; Novo-mastizol A; Astemizol [German]; Astemizol [INN-Spanish]; Astemizolum [INN-Latin]; C28H31FN4O; CCRIS 7595; R 42512; 1-[(4-Fluorophenyl)methyl]-N-[1-[2-(4-methoxyphenyl)ethyl]-4-piperidinyl]-1H-benzimidazol-2-amine; GNF-PF-2461; HSDB 6799; UNII-7HU6337315; 1-(p-Fluorobenzyl)-2-((1-(2-(p-methoxyphenyl)ethyl)piperid-4-yl)amino)benzimidazole	C28H31FN4O	GXDALQBWZGODGZ-UHFFFAOYSA-N	1-[(4-fluorophenyl)methyl]-N-[1-[2-(4-methoxyphenyl)ethyl]piperidin-4-yl]benzimidazol-2-amine	Janssen Pharmaceutica	Antiallergic Agents
PMDBD1047	Atrazine	Environmental Chemicals	Pesticides	1912-24-9	DB07392	n.a.	n.a.	n.a.	2256	2169	n.a.	atrazine; 1912-24-9; Gesaprim; Atrazin; Oleogesaprim; Chromozin; Primaze; Gesoprim; Fenatrol; Radazin; Fenamin; Atrasine; Zeazine; Strazine; Pitezin; Hungazin; Atranex; Argezin; Primatol; Atazinax; Aktikon; Zeazin; Wonuk; Cyazin; Candex; Vectal; Inakor; Aatrex; Cekuzina-T; Aktinit A; Actinite PK; Atratol A; Aktinit PK; Aktikon PK; Weedex A; Crisazine; Fenamine; Crisatrina; Radizin; Atrataf; Akticon; Aatram; Zeapos; Griffex; Atratol; Atrex; Atred; Primatol A; Hungazin PK; Aatrex nine-O; Vectal SC; Herbatoxol; Zeopos; Triazine A 1294; Gesaprim 50; Farmco atrazine	C8H14ClN5	MXWJVTOOROXGIU-UHFFFAOYSA-N	6-chloro-4-N-ethyl-2-N-propan-2-yl-1,3,5-triazine-2,4-diamine	n.a.	n.a.
PMDBD85	Azathioprine	Therapeutic Substance	Approved Drug	446-86-6	DB00993	PA448515	D00238	DAP000782	2265	2178	n.a.	azathioprine; 446-86-6; Imuran; Azothioprine; Azathioprin; Azatioprin; Azamun; Imurel; Azanin; Azathiopurine; Ccucol; Muran; Imurek; Azasan; Rorasul; Azamun [Czech]; BW 57-322; NSC-39084; BW-57-322; NCI-C03474; 6-[(1-methyl-4-nitro-1H-imidazol-5-yl)sulfanyl]-7H-purine; 6-(1-Methyl-4-nitroimidazol-5-yl)thiopurine; Azatioprina [INN-Spanish]; Azathioprinum [INN-Latin]; Imuran (TN); NSC 39084; 6-(1-Methyl-p-nitro-5-imidazolyl)-thiopurine; Methylnitroimidazolylmercaptopurine; 6-((1-Methyl-4-nitro-1H-imidazol-5-yl)thio)-1H-purine; UNII-MRK24	C9H7N7O2S	LMEKQMALGUDUQG-UHFFFAOYSA-N	6-(3-methyl-5-nitroimidazol-4-yl)sulfanyl-7H-purine	GlaxoSmithKline	Immunosuppressive Agents
PMDBD101	Benzbromarone	Therapeutic Substance	Approved Drug	3562-84-3	DB12319	n.a.	D01056	n.a.	2333	2243	n.a.	benzbromarone; 3562-84-3; Benzbromaron; Desuric; Urinorm; Normurat; Uricovac; Minuric; Exurate; Hipurik; Narcaricin; Azubromaron; L 2214-Labaz; Uroleap (TN); Harolan; MJ 10061; 3,5-Dibromo-4-hydroxyphenyl-2-ethyl-3-benzofuranyl ketone; 2-Ethyl-3-(3,5-dibrom-4-hydroxybenzoyl)benzofuran; L 2214; Benzbromaronum [INN-Latin]; (3,5-Dibromo-4-hydroxyphenyl)(2-ethyl-1-benzofuran-3-yl)methanone; Benzobromarona [INN-Spanish]; NSC 85433; Benzbromarone [USAN:INN:BAN]; L2214-Lab	C17H12Br2O3	WHQCHUCQKNIQEC-UHFFFAOYSA-N	(3,5-dibromo-4-hydroxyphenyl)-(2-ethyl-1-benzofuran-3-yl)methanone	Labaz Laboratories	n.a.
PMDBD103	Benzthiazide	Therapeutic Substance	Approved Drug	91-33-8	DB00562	PA164776841	D00651	DAP000603	2343	2253	n.a.	benzthiazide; Benzothiazide; 91-33-8; Aquatag; Lemazide; Dihydrex; Fovane; Freeuril; Exosalt; Edemex; Proaqua; Diucen; Urese; Exna; Regulon; Diucene; Pfizer 1393; Benzthiazidum; Benzotiazida; Aquapres; Urazide; Aquasec; Fouane; Hy-drine; Pro-aqua; Aqua-Scrip; Rid-ema; S-Aqua; Benztiazide [DCIT]; Benzthiazidum [INN-Latin]; Benzotiazida [INN-Spanish]; C15H14ClN3O4S3; 3-Benzylthiomethyl-6-chloro-7-sulfamoyl-1,2,4-benzothiadiazine 1,1-dioxide; P 1393; UNII-1TD8J48L61; HSDB 3296	C15H14ClN3O4S3	NDTSRXAMMQDVSW-UHFFFAOYSA-N	3-(benzylsulfanylmethyl)-6-chloro-1,1-dioxo-4H-1lambda6,2,4-benzothiadiazine-7-sulfonamide	n.a.	Antihypertensive Agents
PMDBD107	Berberine	Herbal Substance	Medicinal Herbal Compounds	2086-83-1	DB04115	PA165860812	D00092	DNC000385	2353	2263	NPC53069	berberine; 2086-83-1; Umbellatine; Berberin; UNII-0I8Y3P32UF; 0I8Y3P32UF; C20H18NO4; CHEBI:16118; Berberal; EINECS 218-229-1; BRN 3570374; ST055798; 9,10-Dimethoxy-2,3-(methylenedioxy)-7,8,13,13a-tetrahydroberbinium; 9,10-dimethoxy-5,6-dihydro[1,3]dioxolo[4,5-g]isoquino[3,2-a]isoquinolin-7-ium; Berbamine sulphate acid; CHEMBL12089; 7,8,13,13a-tetradehydro-9,10-dimethoxy-2,3-(	C20H18NO4+	YBHILYKTIRIUTE-UHFFFAOYSA-N	16,17-dimethoxy-5,7-dioxa-13-azoniapentacyclo[11.8.0.02,10.04,8.015,20]henicosa-1(13),2,4(8),9,14,16,18,20-octaene	n.a.	n.a.
PMDBD112	Bicalutamide	Therapeutic Substance	Approved Drug	90357-06-5	DB01128	PA164746255	D00961	DAP000092	2375	2284	n.a.	bicalutamide; 90357-06-5; Casodex; Cosudex; Calutide; ICI-176334; ICI 176334; Bicalutamide (CDX); N-[4-cyano-3-(trifluoromethyl)phenyl]-3-(4-fluorophenyl)sulfonyl-2-hydroxy-2-methylpropanamide; Bicalutamide (Casodex); CHEMBL409; BRN 5364666; N-[4-Cyano-3-(trifluoromethyl)phenyl]-3-[(4-fluorophenyl)sulfonyl]-2-hydroxy-2-methylpropanamide; (+-)-4'-Cyano-alpha,alpha,alpha-trifluoro-3-((p-fluorophenyl)sulfonyl)-2-methyl-m-lactotoluidide; C18H14F4N2O4S; ICI 176,334; Propanamide, N-(4-cyano-3-(trifluoromethyl)phenyl)-3-((4-fluor	C18H14F4N2O4S	LKJPYSCBVHEWIU-UHFFFAOYSA-N	N-[4-cyano-3-(trifluoromethyl)phenyl]-3-(4-fluorophenyl)sulfonyl-2-hydroxy-2-methylpropanamide	AstraZeneca plc	Anticancer Agents
PMDBD113	Bifonazole	Therapeutic Substance	Approved Drug	60628-96-8	DB04794	PA164746464	n.a.	DAP000877	2378	2287	n.a.	bifonazole; 60628-96-8; Mycospor; Bifonazol; Trifonazole; BAY H 4502; Amycor; Azolmen; Bifonazolum [INN-Latin]; Bifonazol [INN-Spanish]; 1-((4-Biphenylyl)phenylmethyl)-1H-imidazole; 1-(alpha-(4-Biphenylyl)benzyl)imidazole; 1-[phenyl-(4-phenylphenyl)methyl]imidazole; (+-)-1-(p,alpha-Diphenylbenzyl)imidazole; Bay H-4502; 1-(p,alpha-Diphenylbenzyl)imidazole; Bay-h-4502; EINECS 262-336-6; BRN 0618427; MLS000028576; CHEMBL277535; Bifonazolum; CHEBI:78692; 1-[biphenyl-4-yl(phenyl)meth	C22H18N2	OCAPBUJLXMYKEJ-UHFFFAOYSA-N	1-[phenyl-(4-phenylphenyl)methyl]imidazole	Bayer Pharmaceuticals Corporation	Antifungal Agents
PMDBD115	Biperiden	Therapeutic Substance	Approved Drug	514-65-8	DB00810	PA448626	D00779	DAP001125	2381	2289	n.a.	biperiden; 514-65-8; Biperidene; Akineton; Biperidine; Beperiden; Bipariden; Biperideno; Biperidenum; Biperidenum [INN-Latin]; Biperidene [INN-French]; Biperideno [INN-Spanish]; KL 373; alpha-5-Norbornen-2-yl-alpha-phenyl-1-piperidinepropanol; UNII-0FRP6G56LD; Biperiden HCl; 3-Piperidino-1-phenyl-1-bicycloheptenyl-1-propanol; 1-Bicycloheptenyl-1-phenyl-3-piperidino-propanol-1; EINECS 208-184-6; BRN 0290038; alpha-bicyclo[2.2.1]hept-5-en-2-yl-alpha-phenyl-1-piperidinepropanol; CHEMBL1101; 0FRP6G56LD; CHEBI:3112; 3-Piperidino-1-phen	C21H29NO	YSXKPIUOCJLQIE-UHFFFAOYSA-N	1-(2-bicyclo[2.2.1]hept-5-enyl)-1-phenyl-3-piperidin-1-ylpropan-1-ol	Knoll Pharma	Antiparkinson Agents
PMDBD116	Bisacodyl	Therapeutic Substance	Approved Drug	603-50-9	DB09020	n.a.	D00245	n.a.	2391	2299	n.a.	bisacodyl; 603-50-9; Dulcolax; Brocalax; Bicol; Sanvacual; Durolax; Fenilaxan; Stadalax; Hillcolax; Endokolat; Theralax; Dulcolan; Ulcolax; Telemin; Laxans; Godalax; Neolax; Laxine; Ivilax; Eulaxan; Nigalax; Laxorex; Laxadin; Zetrax; Pyrilax; Sk-bisacodyl; Laxanin N; Deficol; LACO; Phenol, 4,4'-(2-pyridinylmethylene)bis-, diacetate (ester); LA96a; HalfLytely; Bisacodylum [INN-Latin]; Bisacodilo [INN-Spanish]; Bis(p-acetoxyphenyl)-2-pyridylmethane; Di-(p-acetoxyphenyl)-2-pyridylmethane; Di-(4-acetoxyphenyl)-2-pyridylmethane; MLS000069729; UNII-10	C22H19NO4	KHOITXIGCFIULA-UHFFFAOYSA-N	[4-[(4-acetyloxyphenyl)-pyridin-2-ylmethyl]phenyl] acetate	n.a.	n.a.
PMDBD124	Bromazepam	Therapeutic Substance	Approved Drug	1812-30-2	DB01558	PA10035	D01245	DAP001035	2441	2347	n.a.	bromazepam; Lexotanil; Durazanil; Compedium; Lexilium; Creosedin; Lexaurin; Lectopam; Lexotan; Lekotam; Lexomil; Compendium; Calmepam; Normoc; 1812-30-2; Ultramidol; LA Xvii; Bromazepamum [INN-Latin]; Bromazepamum [Latin]; Ro 5-3350; 7-Bromo-5-(2-pyridyl)-3H-1,4-benzodiazepin-2(1H)-one; KL-001; KL 001; Bromazepam [USAN:INN:BAN:JAN]; 7-Bromo-1,3-dihydro-5-(2-pyridyl)-2H-1,4-benzodiazepin-2-one; UNII-X015L14V0O; NSC 140669; EINECS 217-322-4; 7-bromo-5-pyridin-2-y	C14H10BrN3O	VMIYHDSEFNYJSL-UHFFFAOYSA-N	7-bromo-5-pyridin-2-yl-1,3-dihydro-1,4-benzodiazepin-2-one	Hoffmann-La Roche pharmaceutical company	Hypnotics and Sedatives
PMDBD126	Bromperidol	Therapeutic Substance	Approved Drug	10457-90-6	DB12401	n.a.	n.a.	n.a.	2448	2354	n.a.	bromperidol; 10457-90-6; Impromen; Bromoperidol; 4-(4-(4-bromophenyl)-4-hydroxypiperidin-1-yl)-1-(4-fluorophenyl)butan-1-one; UNII-LYH6F7I22E; Bromperidolum [INN-Latin]; R 11333; EINECS 233-943-3; 4-(4-(4-Bromophenyl)-4-hydroxypiperidino)-4'-fluorobutyrophenone; CC 2489; BRN 1552256; LYH6F7I22E; 4-[4-(4-bromophenyl)-4-hydroxypiperidin-1-yl]-1-(4-fluorophenyl)butan-1-one; Tesoprel; 4-(4-(p-Bromophenyl)-4-hydroxypiperidino)-4'-fluorobutyrophenone; 4-(4-(4-Bromophenyl)-4-hydroxy-1-piperidinyl)-1-(4-fluorophenyl)-1-butanone	C21H23BrFNO2	RKLNONIVDFXQRX-UHFFFAOYSA-N	4-[4-(4-bromophenyl)-4-hydroxypiperidin-1-yl]-1-(4-fluorophenyl)butan-1-one	n.a.	n.a.
PMDBD129	Bufexamac	Therapeutic Substance	Approved Drug	2438-72-4	DB13346	n.a.	D01271	n.a.	2466	2372	n.a.	bufexamac; 2438-72-4; Bufexamic acid; 2-(4-Butoxyphenyl)-N-hydroxyacetamide; Parfenac; Malipuran; Droxaryl; Parfenal; Feximac; Mofenar; 4-Butoxy-N-hydroxybenzeneacetamide; Paraderm; Norfemac; Bufexamacum; Flogicid; p-Butoxyphenylacetohydroxamic acid; Bufexamaco; 4-Butoxyphenylacetohydroxamic acid; Anderm; Flogocid N plastigel; 2-(p-Butoxyphenyl)-acetohydroxamic acid; Acide p-butoxyphenylacethydroxamique; Bufessamac [DCIT]; Bufexamacum [INN-Latin]; Bufexamaco [INN-Spanish]; CP 1044 J3; UNII-4T3C38J78L; Benzeneacetamide, 4-butoxy-N-hyd	C12H17NO3	MXJWRABVEGLYDG-UHFFFAOYSA-N	2-(4-butoxyphenyl)-N-hydroxyacetamide	n.a.	n.a.
PMDBD1064	Bumetanide	Therapeutic substance	Drug	28395-03-1	DB00887	PA448682	D00247	DAP000361	2471	2377	n.a.	bumetanide; 28395-03-1; 3-(Butylamino)-4-phenoxy-5-sulfamoylbenzoic acid; Bumex; Burinex; Fordiuran; Lunetoron; Segurex; Fontego; Ro 10-6338; Bumetanida; Aquazone; Bumetanidum; Diurama; Butinat; Yurinex; Cambiex; Bumetanidum [INN-Latin]; Bumetanida [INN-Spanish]; Lixil-Leo; PF 1593; 3-(Aminosulfonyl)-5-(butylamino)-4-phenoxybenzoic acid; UNII-0Y2S3XUQ5H; EINECS 249-004-6; BRN 2185351; 0Y2S3XUQ5H; MLS000028457; CHEBI:3213; Bumethanide; C17H20N2O5S; Burine; BENZOIC ACID, 3-(BUTYLAMI	C17H20N2O5S	MAEIEVLCKWDQJH-UHFFFAOYSA-N	3-(butylamino)-4-phenoxy-5-sulfamoylbenzoic acid	n.a.	n.a.
PMDBD1065	Buspirone	Therapeutic substance	Drug	36505-84-7	DB00490	PA448689	D07593	DAP000031	2477	2383	n.a.	buspirone; 36505-84-7; Ansial; Buspironum; Buspirona; Buspironum [INN-Latin]; Buspirona [INN-Spanish]; Buspirone [INN:BAN]; UNII-TK65WKS8HL; MJ-9022-1; 8-(4-(4-(2-Pyrimidinyl)-1-piperizinyl)butyl)-8-azaspiro(4,5)decane-7,9-dione; 8-[4-(4-pyrimidin-2-ylpiperazin-1-yl)butyl]-8-azaspiro[4.5]decane-7,9-dione; CHEMBL49; EINECS 253-072-2; TK65WKS8HL; BRN 0964904; CHEBI:3223; C21H31N5O2; 8-(4-(4-(Pyrimidin-2-yl)piperazin-1-yl)butyl)-8-azaspiro[4.5]decane-7,9-dione	C21H31N5O2	QWCRAEMEVRGPNT-UHFFFAOYSA-N	8-[4-(4-pyrimidin-2-ylpiperazin-1-yl)butyl]-8-azaspiro[4.5]decane-7,9-dione	n.a.	n.a.
PMDBD131	Butamben	Therapeutic Substance	Approved Drug	94-25-7	DB11148	n.a.	n.a.	n.a.	2482	2388	n.a.	Butyl 4-aminobenzoate; butamben; 94-25-7; Butesin; Butylcaine; Butyl aminobenzoate; Butoform; Butesine; Scuroform; Planoform; Scuroforme; Butyl keloform; BUTYL P-AMINOBENZOATE; 4-(Butoxycarbonyl)aniline; Benzoic acid, 4-amino-, butyl ester; N-Butyl p-aminobenzoate; n-Butyl-p-aminobenzoate; 4-Aminobenzoic Acid n-Butyl Ester; 4-Aminobenzoic acid butyl ester; Benzoic acid, p-amino-, butyl ester; p-Aminobenzoic acid butyl ester; Butyl PABA; NSC 128464; UNII-EFW857872Q; CCRIS 5891; 4-amino butylbenzoate; p-Aminobenzoic acid, butyl ester	C11H15NO2	IUWVALYLNVXWKX-UHFFFAOYSA-N	butyl 4-aminobenzoate	n.a.	n.a.
PMDBD1069	Caffeine	Therapeutic substance	Drug	1958/8/2	DB00201	PA448710	D00528	DAP000099	2519	2424	n.a.	caffeine; 58-08-2; 1,3,7-Trimethylxanthine; Guaranine; Thein; Methyltheobromine; Cafeina; Theine; Koffein; Mateina; Alert-pep; Coffeine; Caffein; Cafipel; Refresh'n; Caffedrine; Stim; Nodaca; Dexitac; Caffine; Cafecon; Cafamil; Anhydrous caffeine; No-Doz; Eldiatric C; 7-Methyltheophylline; Vivarin; Organex; Hycomine; Nix Nap; Methyltheobromide; 3,7-Dihydro-1,3,7-trimethyl-1H-purine-2,6-dione; Phensal; Coffein; Caffeine, synthetic; Quick-Pep; Coffeinum; Tirend; 1,3,7-Trimethyl-2,6-dioxopurine; 1,3,7-Trimethylpurine-2,6-dione; Theophylline, 7-methy	C8H10N4O2	RYYVLZVUVIJVGH-UHFFFAOYSA-N	1,3,7-trimethylpurine-2,6-dione	n.a.	n.a.
PMDBD893	Verapamil	Therapeutic Substance; Herbal Substance	Approved Drug; Medicinal Herbal Compounds	52-53-9	DB00661	PA451868	D02356	DAP000040	2520	2425	NPC42793	VERAPAMIL; Iproveratril; 52-53-9; Vasolan; Dilacoran; Isoptin; Isoptine; Falicard; Finoptin; Isoptimo; Calan; Verapamilum; Verapamilo; Verapamilum [INN-Latin]; Lekoptin; Verapamilo [INN-Spanish]; Isotopin; Calcan; Tarka; D-365; Verelan; Izoptin; Securon; Verapamil [USAN:INN:BAN]; CP-16533-1; Covera-HS; 5-((3,4-Dimethoxyphenethyl)methylamino)-2-(3,4-dimethoxyphenyl)-2-isopropylvaleronitrile; 2-(3,4-dimethoxyphenyl)-5-{[2-(3,4-dimethoxyphenyl)ethyl](methyl)amino}-2-(propan-2-yl)pentanenitrile; Verpamil; CCRIS 6749; Verelan PM; Isoptin SR	C27H38N2O4	SGTNSNPWRIOYBX-UHFFFAOYSA-N	2-(3,4-dimethoxyphenyl)-5-[2-(3,4-dimethoxyphenyl)ethyl-methylamino]-2-propan-2-ylpentanenitrile	Pfizer Inc	Analgesics
PMDBD1073	Candesartan	Therapeutic substance	Drug	139481-59-7	DB13919	PA448765	D00522	n.a.	2541	2445	n.a.	candesartan; 139481-59-7; Blopress; CV-11974; 1-((2'-(1H-Tetrazol-5-yl)-[1,1'-biphenyl]-4-yl)methyl)-2-ethoxy-1H-benzo[d]imidazole-7-carboxylic acid; CV 11974; UNII-S8Q36MD2XX; 2-ethoxy-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]benzimidazole-4-carboxylic acid; CHEMBL1016; S8Q36MD2XX; 2-Ethoxy-1-(p-(o-1H-tetrazol-5-ylphenyl)benzyl)-7-benzimidazolecarboxylic acid; CHEBI:3347; C24H20N6O3; 2-ethoxy-3-[[4-[2-(1h-tetrazol-5-yl)phenyl]phenyl]methyl]-3h-benzoimidazole-4-carboxylic acid; NCGC00167474-01; AK-57139; DSSTox_CID_	C24H20N6O3	HTQMVQVXFRQIKW-UHFFFAOYSA-N	2-ethoxy-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]benzimidazole-4-carboxylic acid	n.a.	n.a.
PMDBD1075	Carbamazepine	Therapeutic substance	Drug	298-46-4	DB00564	PA448785	D00252	DAP000129	2554	2457	n.a.	carbamazepine; 298-46-4; Tegretol; Carbamazepen; 5H-Dibenzo[b,f]azepine-5-carboxamide; Finlepsin; Carbazepine; Biston; Equetro; 5H-Dibenz[b,f]azepine-5-carboxamide; Carbamezepine; Tegretal; Epitol; Karbamazepin; Neurotol; Carbatrol; Timonil; Telesmin; Stazepine; Carbamazepin; Lexin; Tegretol-Xr; benzo[b][1]benzazepine-11-carboxamide; Carbamazepinum; Carbamazepina; Bipotrol; Amizepin; Teril; Geigy 32883; 5-Carbamyl-5H-dibenzo(b,f)azepine; 5-Carbamoyl-5H-dibenzo(b,f)azepine; 5H-Dibenz(b,f)azepine-5-carboxamide; Carnexiv; Calepsin; 5-Carbamoyl	C15H12N2O	FFGPTBGBLSHEPO-UHFFFAOYSA-N	benzo[b][1]benzazepine-11-carboxamide	n.a.	n.a.
PMDBD148	Carisoprodol	Therapeutic Substance	Approved Drug	78-44-4	DB00395	PA448809	D00768	n.a.	2576	2478	n.a.	carisoprodol; 78-44-4; Isomeprobamate; Carisoprodate; Carisoprodatum; SOMA; Isoprotane; Isoprothane; Carisoma; Isobamate; Sanoma; Isopropyl meprobamate; Skutamil; Miolisodal; Somalgit; Atonalyt; Flexartal; Mioratrina; Somanil; Mioril; Relasom; Nospasm; Flexal; Arusal; Apesan; Carlsoprol; Diolene; Carlsoma; Carlsodol; Brianil; Domarax; Mioriodol; Mediquil; Izoprotan; Isoprotan; Carisol; Caprodat; Calenfa; Stialgin; Somadril; Carsodal; Carisoprodolum; Meprodat; Listaflex; Flexagit; Fibrosona; Chinchen; Carsodol; Flexidon; Flexagilt; Caridolin; Neotica; Artifar	C12H24N2O4	OFZCIYFFPZCNJE-UHFFFAOYSA-N	[2-(carbamoyloxymethyl)-2-methylpentyl] N-propan-2-ylcarbamate	n.a.	n.a.
PMDBD1080	carmustine	Therapeutic substance	Drug	154-93-8	DB00262	PA448810	D00254	DAP000041	2578	2480	n.a.	carmustine; 154-93-8; 1,3-Bis(2-chloroethyl)-1-nitrosourea; BCNU; Carmustin; Nitrumon; Carmubris; Gliadel; BiCNU; Bi CNU; Carmustinum; Bischloroethyl nitrosourea; Bischlorethylnitrosurea; Bischlorethylnitrosourea; Carmustina; Becenum; N,N'-BIS(2-CHLOROETHYL)-N-NITROSOUREA; 1,3-Bis(2-chloroethyl)nitrosourea; Bis(2-chloroethyl)nitrosourea; NSC-409962; SRI 1720; FDA 0345; Bischloroethylnitrosourea; BiCNU (TN); Carmustinum [INN-Latin]; Carmustina [INN-Spanish]; DTI 015; NCI-C04773; SK 27702; Bis(2-c	C5H9Cl2N3O2	DLGOEMSEDOSKAD-UHFFFAOYSA-N	1,3-bis(2-chloroethyl)-1-nitrosourea	n.a.	n.a.
PMDBD150	Carvedilol	Therapeutic Substance	Approved Drug	72956-09-3	DB01136	PA448817	D00255	DAP000135	2585	2487	n.a.	carvedilol; 72956-09-3; Coreg; Dilatrend; Eucardic; Carvedilolum [Latin]; BM 14190; Carvedilolum; 1-(9H-Carbazol-4-yloxy)-3-[[2-(2-methoxyphenoxy)ethyl]amino]-2-propanol; SKF 105517; BM-14190; 1-((9H-Carbazol-4-yl)oxy)-3-((2-(2-methoxyphenoxy)ethyl)amino)propan-2-ol; Coreg CR; DQ 2466; HSDB 7044; 1-(9H-carbazol-4-yloxy)-3-[2-(2-methoxyphenoxy)ethylamino]propan-2-ol; (+-)-1-(Carbazol-4-yloxy)-3-((2-(o-methoxyphenoxy)ethyl)amino)-2-propanol; Carvedilol phosphate; CHEMBL723; DQ-2466; CHEBI:3441; C24H26N2O4	C24H26N2O4	OGHNVEJMJSYVRP-UHFFFAOYSA-N	1-(9H-carbazol-4-yloxy)-3-[2-(2-methoxyphenoxy)ethylamino]propan-2-ol	GlaxoSmithKline plc	Vasodilator Agents
PMDBD170	Celecoxib	Therapeutic Substance; Herbal Substance	Approved Drug; Medicinal Herbal Compounds	169590-42-5	DB00482	PA448871	D00567	DAP000737	2662	2562	NPC316910	celecoxib; 169590-42-5; Celebrex; Celebra; Onsenal; Celocoxib; Celecox; SC 58635; SC-58635; 4-[5-(4-METHYLPHENYL)-3-(TRIFLUOROMETHYL)-1H-PYRAZOL-1-YL]BENZENESULFONAMIDE; YM177; 4-[5-(4-methylphenyl)-3-(trifluoromethyl)pyrazol-1-yl]benzenesulfonamide; YM 177; 184007-95-2; HSDB 7038; UNII-JCX84Q7J1L; p-(5-p-Tolyl-3-(trifluoromethyl)pyrazol-1-yl)benzenesulfonamide; SC58635; C17H14F3N3O2S; 4-[5-(4-methylphenyl)-3-(trifluoromethyl)-1H-pyrazol-1-yl]benzene-1-sulfonamide; 4-(5-(4-Methylphenyl)-3-(trifluoromethyl)-1H-pyrazol-1-yl)benz	C17H14F3N3O2S	RZEKVGVHFLEQIL-UHFFFAOYSA-N	4-[5-(4-methylphenyl)-3-(trifluoromethyl)pyrazol-1-yl]benzenesulfonamide	Pfizer	Analgesics
PMDBD175	Cetirizine	Therapeutic Substance	Approved Drug	83881-51-0	DB00341	PA448905	n.a.	DAP000323	2678	2577	n.a.	cetirizine; 83881-51-0; Virlix; Cetirizina; Cetirizin; Setir; Cetryn; Ziptek; Cetirizinum; Zirtek; Cetirizinum [Latin]; Hitrizin Film Tablet; Cetirizina [Spanish]; 2-(2-{4-[(4-chlorophenyl)(phenyl)methyl]piperazin-1-yl}ethoxy)acetic acid; Cetirizine [INN:BAN]; CETIRIZINE HYDROCHLORIDE; CHEMBL1000; C21H25ClN2O3; CHEBI:3561; AC-170; 2-[2-[4-[(4-chlorophenyl)-phenylmethyl]piperazin-1-yl]ethoxy]acetic acid; (2-(4-((4-Chlorophenyl)phenylmethyl)-1-piperazinyl)ethoxy)acetic acid; (2-{4-[(4-chlorophenyl)(phenyl)methyl]piperazin-1-yl}eth	C21H25ClN2O3	ZKLPARSLTMPFCP-UHFFFAOYSA-N	2-[2-[4-[(4-chlorophenyl)-phenylmethyl]piperazin-1-yl]ethoxy]acetic acid	Pfizer Pharmaceuticals	Antiallergic Agents
PMDBD181	Chlormezanone	Therapeutic Substance	Approved Drug	80-77-3	DB01178	PA448939	D00268	DAP001252	2717	2616	n.a.	chlormezanone; 80-77-3; Chlormethazanone; Trancopal; Chlormethazone; Clormetazon; Chlormezanon; Clormetazanone; Phenarol; dl-Chlormezanone; Trancote; Supotran; Miorilax; Rilaquil; Rilansyl; Clorilax; Rilassol; Myolespen; Tanafol; Bisina; Banabin; Alinam; Rilax; Rexan; Banabin-sintyal; Muskel-Trancopal; Mio-sed; Banabil-sintyal; 2-(4-Chlorophenyl)-3-methyl-1,3-thiazinan-4-one 1,1-dioxide; Chlormezanonum; Tranrilax; Dichloromezanone; Clormezanone [DCIT]; Suprotan; Chlomedinon; Rillasol; Muskel; Lobak; (+-)-Chlormezanone; Clormezanona [INN-Spanish]	C11H12ClNO3S	WEQAYVWKMWHEJO-UHFFFAOYSA-N	2-(4-chlorophenyl)-3-methyl-1,1-dioxo-1,3-thiazinan-4-one	n.a.	Analgesics
PMDBD1108	Chlorothiazide	Therapeutic substance	Drug	58-94-6	DB00880	PA448953	D00519	DAP000605	2720	2619	n.a.	chlorothiazide; 58-94-6; Chlorthiazide; Diuril; Chlorothiazid; Chlotride; Chlortiazid; Thiazide; Saluretil; Chlorurit; Warduzide; Chlorosal; Yadalan; Salunil; Alurene; Diutrid; Diurilix; Clotride; Salisan; Diuresal; Saluric; Diurite; Urinex; Flumen; Minzil; Neo-Dema; Sk-chlorothiazide; Chlorothiazidum; Chlorthiazidum; Clorotiazida; Chlorthiazid; Aldoclor; 6-Chloro-2H-1,2,4-benzothiadiazine-7-sulfonamide 1,1-dioxide; Clorotiazide [DCIT]; 2H-1,2,4-Benzothiadiazine-7-sulfonamide, 6-chloro-, 1,1-dioxide; Diuril Boluses, Veterinary; Clorotiazida [	C7H6ClN3O4S2	JBMKAUGHUNFTOL-UHFFFAOYSA-N	6-chloro-1,1-dioxo-4H-1lambda6,2,4-benzothiadiazine-7-sulfonamide	n.a.	n.a.
