microbe_id	microbe_tax_id	microbe_name	microbe_tax_level	genus_id	genus_name	family_id	family_name	superking_id	superking_name	if_probiotic	probiotic_use_species	probiotic_research_stage	if_has_abundance							
PMDBM361	40518	Ruminococcus	bromii	Species	1263	Ruminococcus	541000	Ruminococcaceae	2	Bacteria	Yes	Animal	Field	trial	(Animal)	Yes				
PMDBM362	1265	Ruminococcus	flavefaciens	Species	1263	Ruminococcus	541000	Ruminococcaceae	2	Bacteria	Yes	Animal	Research	Yes						
PMDBM363	33038	Ruminococcus	gnavus	Species	572511	Blautia	186803	Lachnospiraceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM364	411470	Ruminococcus	gnavus	ATCC29149	Strain	1263	Ruminococcus	541000	Ruminococcaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM365	46228	Ruminococcus	lactaris	Species	n.a.	n.a.	186803	Lachnospiraceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM366	471875	Ruminococcus	lactaris	ATCC29176	Strain	1263	Ruminococcus	541000	Ruminococcaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM369	33039	Ruminococcus	torques	Species	572511	Blautia	186803	Lachnospiraceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM370	411460	Ruminococcus	torques	ATCC27756	Strain	1263	Ruminococcus	541000	Ruminococcaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM371	90371	Salmonella	enterica	subsp.	enterica	serovar	Typhimurium	Subspecies	590	Salmonella	543	Enterobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes		
PMDBM377	615	Serratia	marcescens	Species	613	Serratia	1903411	Yersiniaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM378	623	Shigella	flexneri	Species	620	Shigella	543	Enterobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM38	547042	Bacteroides	dorei	DSM17855	Strain	816	Bacteroides	815	Bacteroidaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM381	1279	Staphylococcus	Genus	1279	Staphylococcus	90964	Staphylococcaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes							
PMDBM382	1280	Staphylococcus	aureus	Species	1279	Staphylococcus	90964	Staphylococcaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM385	1301	Streptococcus	Genus	1301	Streptococcus	1300	Streptococcaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes							
PMDBM386	1311	Streptococcus	agalactiae	Species	1301	Streptococcus	1300	Streptococcaceae	2	Bacteria	Yes	Animal	Research	Yes						
PMDBM388	1318	Streptococcus	parasanguinis	Species	1301	Streptococcus	1300	Streptococcaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM389	1314	Streptococcus	pyogenes	Species	1301	Streptococcus	1300	Streptococcaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM39	28111	Bacteroides	eggerthii	Species	816	Bacteroides	815	Bacteroidaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM391	1304	Streptococcus	salivarius	Species	1301	Streptococcus	1300	Streptococcaceae	2	Bacteria	Yes	Human	Clinical	trial	Yes					
PMDBM392	1308	Streptococcus	thermophilus	Species	1301	Streptococcus	1300	Streptococcaceae	2	Bacteria	Yes	Animal	Marketed	Yes						
PMDBM394	292632	Subdoligranulum	Genus	292632	Subdoligranulum	541000	Ruminococcaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes							
PMDBM395	411471	Subdoligranulum	variabile	DSM15176	Strain	292632	Subdoligranulum	541000	Ruminococcaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM397	40544	Sutterella	Genus	40544	Sutterella	995019	Sutterellaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes							
PMDBM399	191303	Turicibacter	Genus	191303	Turicibacter	128827	Erysipelotrichaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes							
PMDBM4	446660	Adlercreutzia	equolifaciens	Species	447020	Adlercreutzia	1643826	Eggerthellaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM40	483216	Bacteroides	eggerthii	DSM20697	Strain	816	Bacteroides	815	Bacteroidaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM405	29466	Veillonella	parvula	Species	29465	Veillonella	31977	Veillonellaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM408	666	Vibrio	cholerae	Species	662	Vibrio	641	Vibrionaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM41	483215	Bacteroides	finegoldii	DSM17565	Strain	816	Bacteroides	815	Bacteroidaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM411	1583	Weissella	confusa	Species	46255	Weissella	81850	Leuconostocaceae	2	Bacteria	Yes	Animal	Research	Yes						
PMDBM42	817	Bacteroides	fragilis	Species	816	Bacteroides	815	Bacteroidaceae	2	Bacteria	Yes	Human	Research	Yes						
PMDBM43	1339284	Bacteroides	fragilis	3397	T10	Strain	816	Bacteroides	815	Bacteroidaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes				
PMDBM44	n.a.	Bacteroides	fragilis	ATCC43859	Strain	816	Bacteroides	815	Bacteroidaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM45	1339276	Bacteroides	fragilis	DS-208	Strain	816	Bacteroides	815	Bacteroidaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM46	n.a.	Bacteroides	fragilis	enterotoxigenic	Species	816	Bacteroides	815	Bacteroidaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM47	1073386	Bacteroides	fragilis	HMW610	Strain	816	Bacteroides	815	Bacteroidaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM48	1073387	Bacteroides	fragilis	HMW615	Strain	816	Bacteroides	815	Bacteroidaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM49	272559	Bacteroides	fragilis	NCTC	9343	Strain	816	Bacteroides	815	Bacteroidaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes				
PMDBM5	644	Aeromonas	hydrophila	Species	642	Aeromonas	84642	Aeromonadaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM50	n.a.	Bacteroides	fragilis	nontoxigenic	Species	816	Bacteroides	815	Bacteroidaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM506	n.a.	Lactobacillus	acidophilus	ATCC	4356	Species	1578	Lactobacillus	33958	Lactobacillaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes				
PMDBM508	n.a.	Lactobacillus	casei	IFPL7190	Species	1578	Lactobacillus	33958	Lactobacillaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM509	n.a.	Lactobacillus	plantarum	IFPL93	Species	1578	Lactobacillus	33958	Lactobacillaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM51	n.a.	Bacteroides	fragilis	subspp.	Thetaotus	Subspecies	816	Bacteroides	815	Bacteroidaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes				
PMDBM510	n.a.	Lactobacillus	reuteri	ATCC	23272	Species	1578	Lactobacillus	33958	Lactobacillaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes				
PMDBM511	n.a.	Lactobacillus	rhamnosus	NZRM	299	Species	1578	Lactobacillus	33958	Lactobacillaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes				
PMDBM517	n.a.	Bacteroides	uniformis	sp.	Species	816	Bacteroides	815	Bacteroidaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM52	1339287	Bacteroides	fragilis	T(B)9	Strain	816	Bacteroides	815	Bacteroidaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM520	n.a.	Bifidobacterium	bifidum	HDD541	Species	1678	Bifidobacterium	31953	Bifidobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM521	n.a.	Bifidobacterium	breve	NRRL	B-41408	Species	1678	Bifidobacterium	31953	Bifidobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes				
PMDBM522	n.a.	Bifidobacterium	breve	NZRM3932	Species	1678	Bifidobacterium	31953	Bifidobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM53	n.a.	Bacteroides	intestinalis	AM-1	Species	816	Bacteroides	815	Bacteroidaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM54	471870	Bacteroides	intestinalis	DSM17393	Strain	816	Bacteroides	815	Bacteroidaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM57	28116	Bacteroides	ovatus	Species	816	Bacteroides	815	Bacteroidaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM58	411476	Bacteroides	ovatus	ATCC8483	Strain	816	Bacteroides	815	Bacteroidaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM59	483218	Bacteroides	pectinophilus	ATCC43243	Strain	816	Bacteroides	815	Bacteroidaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM6	239934	Akkermansia	Genus	239934	Akkermansia	1647988	Akkermansiaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes							
PMDBM66	449673	Bacteroides	stercoris	ATCC43183	Strain	816	Bacteroides	815	Bacteroidaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM67	n.a.	Bacteroides	stercoris	HJ-15	Species	816	Bacteroides	815	Bacteroidaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM68	818	Bacteroides	thetaiotaomicron	Species	816	Bacteroides	815	Bacteroidaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM69	n.a.	Bacteroides	thetaiotaomicron	3731	Strain	816	Bacteroides	815	Bacteroidaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM7	239935	Akkermansia	muciniphila	Species	239934	Akkermansia	1647988	Akkermansiaceae	2	Bacteria	Yes	Human	Research	Yes						
PMDBM70	n.a.	Bacteroides	thetaiotaomicron	7330	Strain	816	Bacteroides	815	Bacteroidaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM71	226186	Bacteroides	thetaiotaomicron	VPI-5482	Strain	816	Bacteroides	815	Bacteroidaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM72	820	Bacteroides	uniformis	Species	816	Bacteroides	815	Bacteroidaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM74	411479	Bacteroides	uniformis	ATCC8492	Strain	816	Bacteroides	815	Bacteroidaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM75	821	Bacteroides	vulgatus	Species	816	Bacteroides	815	Bacteroidaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM76	435590	Bacteroides	vulgatus	ATCC8482	Strain	816	Bacteroides	815	Bacteroidaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM78	371601	Bacteroides	xylanisolvens	Species	816	Bacteroides	815	Bacteroidaceae	2	Bacteria	Yes	Human	Clinical	trial	Yes					
PMDBM79	n.a.	Bacteroides	xylanisolvens	DSM18836	Strain	816	Bacteroides	815	Bacteroidaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM8	349741	Akkermansia	muciniphila	ATCC	BAA-835	Strain	239934	Akkermansia	1647988	Akkermansiaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes				
PMDBM82	397864	Barnesiella	Genus	397864	Barnesiella	171551	Porphyromonadaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes							
PMDBM83	487174	Barnesiella	intestinihominis	Species	397864	Barnesiella	171551	Porphyromonadaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes						
PMDBM87	1678	Bifidobacterium	Genus	1678	Bifidobacterium	31953	Bifidobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes							
PMDBM88	1680	Bifidobacterium	adolescentis	Species	1678	Bifidobacterium	31953	Bifidobacteriaceae	2	Bacteria	Yes	Animal	Marketed	Yes						
PMDBM89	367928	Bifidobacterium	adolescentis	ATCC	15703	Strain	1678	Bifidobacterium	31953	Bifidobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes				
PMDBM9	239759	Alistipes	Genus	239759	Alistipes	171550	Rikenellaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes							
PMDBM93	1681	Bifidobacterium	bifidum	Species	1678	Bifidobacterium	31953	Bifidobacteriaceae	2	Bacteria	Yes	Animal	Marketed	Yes						
PMDBM94	1685	Bifidobacterium	breve	Species	1678	Bifidobacterium	31953	Bifidobacteriaceae	2	Bacteria	Yes	Human	Research	Yes						
PMDBM95	1036735	Bifidobacterium	breve	CECT	7263	Species	1678	Bifidobacterium	31953	Bifidobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes				
PMDBM96	518634	Bifidobacterium	breve	DSM20213	Strain	1678	Bifidobacterium	31953	Bifidobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM97	n.a.	Bifidobacterium	breve	K-110	Species	1678	Bifidobacterium	31953	Bifidobacteriaceae	2	Bacteria	n.a.	n.a.	n.a.	Yes					
PMDBM98	1686	Bifidobacterium	catenulatum	Species	1678	Bifidobacterium	31953	Bifidobacteriaceae	2	Bacteria	Yes	Human	Research	Yes						
